GeneID,pident,chemotaxis,ribosom,signal,receptor,enzyme,kinase,morpho,tRNA,GPCR,G protein,transcription,translation,replication,purine,biosynthesis,transcription factor,division,7tm_1,G_alpha,nerv
54964,65.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55344,72.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83890,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55345,63.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83549,87.63,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64711,92.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55614,83.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83548,96.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55347,77.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55340,55.09,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57482,64.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128876,78.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55342,98.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53904,82.52,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170575,63.85,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338339,59.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55835,71.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
961,69.86,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,89.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6795,81.02,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6792,96.02,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100631383,48.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06790,83.42,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
348378,77.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,81.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286097,90.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56121,76.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56123,75.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56122,78.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56125,75.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56126,78.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56129,77.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402055,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6295,89.53,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,63.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260293,69.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29940,93.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165829,70.01,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
270,93.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,98.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,94.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,97.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,88.64,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55833,79.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55830,90.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55831,99.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,85.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,84.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55839,71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140823,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94032,98.73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81850,71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28998,89.33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389208,86.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90411,84.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,80.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389203,90.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84918,71.43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389206,95.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4508,75.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4647,95.12,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
221960,96.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63027,95.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9528,83.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9529,90.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9258,94.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9256,76.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57475,86.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9254,96.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9527,95.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9252,96.9,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
57471,61.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57472,96.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57473,86.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22950,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26017,98.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,93.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1370,67.46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26578,95.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84126,75.39,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
84124,63.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
84125,60.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255101,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51268,79.74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255104,77.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51267,60.74,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26020,88.06,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64902,87.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64900,81.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64901,94.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
124359,90.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55298,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646962,51.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,81.17,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
64151,82.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27037,83.61,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
133690,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22874,91.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22875,82.56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22876,82.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22877,84.58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22870,82.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22871,98.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22872,89.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22873,64.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5985,93.77,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22878,91.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22879,90.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84698,58.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84699,68.17,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
138046,88.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84690,70.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84691,71.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84692,64.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84693,49.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84694,80.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3516,99.14,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
84696,79.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90313,68.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167465,83.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2686,95.17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2687,71.77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7482,99.09,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26191,69.14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,97.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6130,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
285848,55.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,87.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,98.81,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
90,97.25,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
93,99.02,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
113235,81.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,80.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,89.48,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
97,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400831,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256297,88.22,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
83479,73.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83478,92.92,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83475,83.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23301,86.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83473,87.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
747,97.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,80.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85865,82.67,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
152877,65.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256126,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91543,82.92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57594,78.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23300,80.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11249,86.64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652991,90.65,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
53637,87.15,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
390260,83.97,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
129450,88.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
133522,77.32,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29765,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29767,94.87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29766,90.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29761,92.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29760,74.84,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29763,93.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,100.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157922,84.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79191,87.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
23509,89.87,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23508,90.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23507,94.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23054,91.71,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
23057,98.05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
79190,76.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23503,81.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23053,94.88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23052,75.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79001,86.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,96.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54101,90.33,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169026,79.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
513,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79843,65.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29923,73.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79842,82.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
116179,78.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,88.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29109,86.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22953,73.23,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2967,96.88,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
29101,99.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29100,92.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,94.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
29102,93.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7184,97.62,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29104,88.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,86.63,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,90.46,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91687,74.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,83.85,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119467,75.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91683,95.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158471,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100287362,66.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0873,85.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150094,81.19,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
283652,69.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8549,77.07,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
8548,81.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8019,95.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8545,100.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8544,95.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
56979,69.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8013,91.76,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
26099,97.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8543,100.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7456,84.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2037,80.98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7454,92.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,65.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7453,88.98,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
7450,82.23,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,95.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123036,86.73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23658,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90987,70.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7458,97.98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2658,79.81,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23657,89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,98.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,92.36,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
89853,96.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,93.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55339,96.56,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
65082,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65083,87.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65084,86.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162515,87.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374920,61.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
55331,89.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55330,82.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55621,84.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55332,94.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55627,84.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55334,94.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55625,85.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55624,98.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84900,91.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10885,90.36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10886,77.8,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
389072,91.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10880,87.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,86.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158158,75.81,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
84908,89.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84909,76.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23650,92.45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
10888,89.73,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4598,81.93,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6793,84.42,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6536,84.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221150,61.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2318,98.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
