GeneID,pident,TMn,SeqLen,GPCRHMM,ribosom,undefined,receptor,GPCR,G-protein_coupled_receptor,channel,receptor_tyrosine_kinase,enzyme,nuclear_receptor,ase,membrane
646960,77.33,0,603,0,0,0,1,0,0,1,0,0,0,1,1
646962,51.06,1,115,0,0,0,0,0,0,0,0,0,0,1,1
80823,73.22,0,547,0,0,0,0,0,0,0,0,0,0,1,0
100534599,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1
100534592,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
5986,79.94,0,331,0,0,0,0,0,0,0,0,0,0,1,1
133690,93.75,0,199,0,0,0,0,0,0,0,0,0,0,0,0
22874,91.61,0,1048,0,0,0,0,0,0,0,0,0,0,1,0
22875,82.56,1,453,0,0,0,0,0,0,0,0,1,0,1,1
22876,94.53,0,641,0,0,0,0,0,0,0,0,0,0,1,0
22877,84.58,0,960,0,0,0,0,0,0,0,0,0,0,0,1
22870,82.49,0,754,0,0,0,0,0,0,0,0,0,0,1,0
22871,98.35,1,671,0,0,0,0,0,0,0,0,0,0,1,1
22872,89.64,0,1205,0,0,0,0,0,0,0,0,0,0,1,1
22873,64.33,1,927,0,0,0,0,0,0,0,0,0,0,0,0
10894,66.77,1,322,0,0,0,1,0,0,0,0,0,0,0,1
22878,91.15,0,1435,0,0,0,0,0,0,0,0,0,0,0,0
22879,90.64,0,438,0,0,0,0,0,0,0,0,0,0,0,0
84698,58.12,0,475,0,0,0,0,0,0,0,0,0,0,0,0
84699,68.17,1,460,0,0,0,0,0,0,0,0,0,0,1,1
138046,88.04,0,305,0,0,0,0,0,0,0,0,0,0,0,0
1936,86.79,0,688,0,1,0,0,0,0,0,0,0,0,1,0
84690,70.44,0,363,0,0,0,0,0,0,0,0,0,0,0,0
3512,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
84692,64.55,0,328,0,0,0,0,0,0,0,0,0,0,0,0
84693,81.55,0,176,0,0,0,0,0,0,0,0,1,0,1,0
84694,80.62,4,543,0,0,0,0,0,0,1,0,0,0,0,1
84695,92.57,0,753,0,0,0,1,0,0,0,0,0,0,1,0
84696,79.46,1,405,0,0,0,0,0,0,0,0,0,0,1,1
1375,85.75,2,772,0,0,0,0,0,0,0,0,1,0,1,1
151556,89.3,17,785,0,0,0,1,0,0,0,0,0,0,1,1
2688,50.69,0,171,0,0,0,1,0,0,0,0,1,0,1,1
167465,83.55,0,744,0,0,0,0,0,0,0,0,0,0,1,0
90316,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
90317,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
2686,95.17,0,662,0,0,0,0,0,0,0,0,1,0,1,1
768239,67.44,0,521,0,0,0,0,0,0,0,0,0,0,0,1
1655,99.19,0,614,0,0,0,0,0,0,0,0,0,0,1,1
2683,87.94,1,398,0,0,0,0,0,0,0,0,0,0,1,1
1613,83.7,0,454,0,0,0,0,0,0,0,0,0,0,1,0
340547,66.38,1,449,0,0,0,0,0,0,0,0,0,0,0,1
285848,55.03,0,446,0,0,0,0,0,0,0,0,0,0,1,0
98,87.76,0,99,0,0,0,0,0,0,0,0,0,0,1,0
64776,84.06,0,150,0,0,0,0,0,0,0,0,0,0,0,0
112950,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1
90,97.25,1,509,0,0,0,1,0,0,0,0,1,0,1,1
93,99.02,1,512,0,0,0,1,0,0,0,0,1,0,1,1
92,99.42,1,513,0,0,0,1,0,0,0,0,1,0,1,1
95,84.1,0,343,0,0,0,0,0,0,0,0,0,0,1,0
94,89.48,1,503,0,0,0,1,0,0,0,0,1,0,1,1
97,69.64,0,92,0,0,0,0,0,0,0,0,0,0,1,0
101928758,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1
101927319,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
390598,78.85,0,868,0,0,0,0,0,0,0,0,0,0,1,1
400831,66.67,0,122,0,0,0,0,0,0,0,0,0,0,0,0
79018,90.24,0,300,0,0,0,0,0,0,0,0,0,0,1,0
256297,88.22,0,328,0,0,0,1,0,0,0,0,0,0,1,1
100134091,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
59349,74.47,0,505,0,0,0,1,0,0,0,0,0,0,0,0
83479,73.22,1,535,0,0,0,0,0,0,0,0,0,0,1,0
83478,92.99,0,655,0,0,0,0,0,0,0,0,1,0,1,1
83475,83.11,0,302,0,0,0,0,0,0,0,0,0,0,1,0
101929927,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
83473,86.7,0,466,0,0,0,0,0,0,0,0,0,0,1,1
747,97.51,5,1042,0,0,0,0,0,0,0,0,0,0,1,1
93659,-1,1,-1,0,0,0,1,0,1,0,0,0,0,0,0
280658,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
85865,82.67,0,308,0,1,0,0,0,0,0,0,0,0,0,1
256126,70.3,0,211,0,0,0,0,0,0,0,0,0,0,1,1
57594,78.6,0,550,0,0,0,0,0,0,0,0,0,0,1,0
100509490,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
2531,82.87,1,298,0,0,0,0,0,0,0,0,0,0,1,1
102724141,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
390264,-1,7,-1,1,0,0,1,1,1,0,0,0,0,0,1
390265,-1,7,-1,1,0,0,1,1,1,0,0,0,0,0,1
81931,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
390260,83.97,7,312,1,0,0,1,1,1,0,0,0,0,0,1
129450,88.25,0,315,0,0,0,0,0,0,0,0,0,0,1,0
102724148,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
51070,91.45,0,304,0,0,0,0,0,0,0,0,0,0,1,0
642131,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
64773,84.36,0,454,0,0,0,0,0,0,0,0,0,0,1,0
4826,97.53,1,81,0,0,0,0,0,0,0,0,0,0,0,0
133522,74.6,0,984,0,0,0,1,0,0,0,0,0,1,1,1
29765,85.8,0,306,0,0,0,0,0,0,0,0,0,0,0,1
29767,94.87,0,351,0,0,0,1,0,1,0,0,0,0,0,1
29766,90.34,0,352,0,0,0,0,0,0,0,0,0,0,0,1
29761,92.53,0,826,0,0,0,0,0,0,0,0,0,0,1,0
137868,95.19,1,312,0,0,0,0,0,0,0,0,0,0,1,1
29763,93.87,0,424,0,0,0,0,0,0,0,0,0,0,1,1
199745,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
1176,100.0,0,193,0,0,0,1,0,0,0,0,1,0,1,1
1175,73.24,0,104,0,0,0,0,0,0,0,0,0,0,1,1
1174,100.0,0,158,0,0,0,1,0,0,0,0,0,0,0,1
1173,99.54,0,433,0,0,0,0,0,0,0,0,0,0,1,1
79191,87.77,0,501,0,0,0,0,0,0,0,0,0,0,1,0
23509,89.87,0,388,0,0,0,1,0,0,0,0,0,0,1,0
56977,95.24,0,863,0,0,0,0,0,0,0,0,0,0,0,0
23507,94.65,4,803,0,0,0,0,0,0,0,0,0,0,0,1
375033,81.65,1,1046,0,0,0,1,0,0,0,0,0,0,1,1
23057,98.05,0,307,0,0,0,0,0,0,0,0,1,0,1,0
23504,83.57,0,1052,0,0,0,0,0,0,0,0,0,0,1,1
23503,81.9,0,2539,0,0,0,0,0,0,0,0,0,0,0,0
1179,75.11,0,914,0,0,0,0,0,0,1,0,0,0,0,1
375035,88.68,4,160,0,0,0,0,0,0,0,0,0,0,0,1
79846,80.86,2,906,0,0,0,0,0,0,0,0,0,0,1,0
1006,96.48,2,711,0,0,0,0,0,0,0,0,0,0,0,1
100500938,63.64,0,68,0,0,1,0,0,0,0,0,0,0,0,0
169026,79.38,6,320,0,0,0,0,0,0,0,0,0,0,0,1
1005,96.43,1,785,0,0,0,0,0,0,0,0,0,0,0,1
29924,94.62,0,576,0,0,0,0,0,0,0,0,0,0,1,1
79843,65.01,0,455,0,0,0,0,0,0,0,0,0,0,0,0
29923,73.02,1,63,0,0,0,0,0,0,0,0,0,0,0,1
56971,62.71,1,300,0,0,0,0,0,0,0,0,0,0,0,1
196415,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
116179,78.33,0,710,0,0,0,0,0,0,0,0,0,0,1,0
514,88.24,0,51,0,0,0,0,0,0,0,0,0,0,1,1
7188,76.7,0,590,0,0,0,1,0,0,0,0,0,0,1,1
7189,86.42,0,522,0,0,0,1,0,0,0,0,0,0,1,1
2967,96.88,0,162,0,0,0,0,0,0,0,0,1,0,1,1
388677,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
29101,99.48,0,194,0,0,0,0,0,0,0,0,0,0,1,0
7181,80.13,0,557,0,0,0,1,0,0,0,0,1,1,1,0
7182,94.8,0,615,0,0,0,1,0,0,0,0,0,1,0,1
29102,93.81,0,1343,0,1,0,0,0,0,0,0,0,0,1,1
7184,97.62,0,803,0,0,0,1,0,0,0,0,0,0,1,1
7185,85.06,0,416,0,0,0,1,0,0,0,0,0,0,0,0
7186,86.63,0,501,0,0,0,1,0,0,0,0,0,0,1,0
7187,95.07,0,568,0,0,0,1,0,0,0,0,0,0,0,0
116844,63.72,0,347,0,0,0,0,0,0,0,0,0,0,0,0
91687,74.42,0,390,0,0,0,0,0,0,0,0,0,0,0,1
3433,61.54,0,472,0,0,0,0,0,0,0,0,0,0,0,0
91683,95.96,1,439,0,0,0,0,0,0,0,0,0,0,0,1
89858,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
3434,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
100287364,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0
100287362,66.48,0,174,0,0,0,0,0,0,0,0,0,0,1,0
729974,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
873,85.92,0,277,0,0,0,0,0,0,0,0,0,0,1,0
150094,81.19,0,783,0,0,0,0,0,0,0,0,0,0,1,0
283652,69.43,12,500,0,0,0,0,0,0,0,0,0,0,0,1
8549,86.44,7,907,1,0,0,1,1,1,0,0,0,0,0,1
8548,81.8,0,400,0,0,0,0,0,0,0,0,0,0,1,1
8019,95.11,0,726,0,0,0,0,0,0,0,0,0,0,1,0
8545,100.0,0,167,0,0,0,0,0,0,0,0,0,0,0,0
343472,92.99,0,387,0,0,0,0,0,0,0,0,0,0,1,0
8547,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
8546,87.91,0,1094,0,0,0,0,0,0,0,0,1,0,1,1
8013,89.36,0,443,0,0,0,1,0,0,0,0,0,1,1,0
8540,91.79,0,658,0,0,0,0,0,0,0,0,1,0,1,1
8543,100.0,0,165,0,0,0,0,0,0,0,0,0,0,1,1
8542,-1,1,-1,0,0,0,0,0,0,1,0,0,0,0,1
7456,84.79,0,503,0,0,0,0,0,0,0,0,0,0,1,1
205564,79.6,0,727,0,0,0,0,0,0,0,0,0,0,1,1
7454,92.88,0,502,0,0,0,0,0,0,0,0,0,0,1,1
7455,65.54,1,2721,0,0,0,0,0,0,0,0,0,0,1,1
7453,88.98,0,471,0,0,0,0,0,0,0,0,0,0,1,0
7450,82.23,0,2813,0,0,0,1,0,0,0,0,1,0,1,1
4593,64.08,1,783,0,0,0,1,0,0,0,1,1,0,1,1
123036,86.73,0,490,0,0,0,0,0,0,0,0,0,0,0,1
624,78.37,7,391,1,0,0,1,1,1,0,0,1,0,1,1
2035,85.82,1,775,0,0,0,0,0,0,0,0,0,0,1,1
7458,97.98,0,248,0,0,0,0,0,0,0,0,0,0,0,0
23125,92.51,0,1200,0,0,0,1,0,0,0,0,1,0,1,0
203068,100.0,0,444,0,0,0,0,0,0,0,0,0,0,1,1
4848,99.81,0,540,0,0,0,0,0,0,0,0,0,0,1,0
83874,89.71,0,515,0,0,0,0,0,0,0,0,1,0,1,0
629,84.7,0,764,0,0,0,0,0,0,0,0,0,0,1,1
4597,84.99,0,379,0,1,0,0,0,0,0,0,0,0,1,1
55339,96.56,1,1336,0,0,0,0,0,0,0,0,0,0,0,0
55629,82.73,0,139,0,0,0,1,0,0,0,0,0,1,0,0
729759,-1,7,-1,1,0,0,1,1,1,0,0,0,0,0,1
65084,86.68,7,436,0,0,0,0,0,0,0,0,0,0,0,1
162515,87.2,11,471,0,0,0,0,0,0,0,0,0,0,0,1
56928,84.29,9,511,0,0,0,0,0,0,0,0,0,0,1,1
55331,89.09,7,165,0,0,0,0,0,0,0,0,0,0,1,1
55622,85.53,0,843,0,0,0,0,0,0,0,0,0,0,0,0
55333,88.97,1,145,0,0,0,0,0,0,0,0,0,0,0,1
4595,80.89,0,429,0,0,0,1,0,0,0,0,0,1,1,1
55627,84.77,1,530,0,0,0,0,0,0,0,0,0,0,1,1
55626,94.81,0,1301,0,0,0,0,0,0,0,0,0,0,1,0
55625,85.22,4,345,0,0,0,0,0,0,0,0,0,0,1,1
55624,98.79,1,660,0,0,0,0,0,0,0,0,0,0,1,1
10884,72.44,0,439,0,1,0,0,0,0,0,0,0,0,0,1
10885,90.36,0,943,0,1,0,0,0,0,0,0,0,0,0,1
389073,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
10887,83.97,7,393,1,0,0,1,1,1,0,0,0,0,0,1
131474,86.62,0,142,0,0,0,0,0,0,0,0,0,0,1,1
10881,86.44,0,435,0,0,0,0,0,0,0,0,0,0,1,1
158158,75.81,0,740,0,0,0,0,0,0,0,0,0,0,1,0
203062,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1
84908,89.72,0,107,0,0,0,0,0,0,0,0,0,0,0,0
84909,76.86,0,819,0,0,0,0,0,0,0,0,0,0,1,1
23650,92.45,0,321,0,0,0,0,0,0,0,0,0,0,1,0
10888,89.73,7,423,1,0,0,1,1,1,0,0,0,0,0,1
4598,81.93,0,396,0,1,0,0,0,0,0,0,0,0,1,0
728715,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
6536,84.78,12,649,1,0,0,0,0,0,0,0,0,0,0,1
50674,74.3,0,214,0,0,0,0,0,0,0,0,0,0,1,0
4734,71.27,0,1303,0,0,0,1,0,0,1,0,1,0,1,1
391322,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
221154,84.56,0,434,0,0,0,0,0,0,0,0,0,0,1,0
92086,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
154865,66.54,0,746,0,0,0,0,0,0,0,0,0,0,0,0
6534,97.8,12,636,0,0,0,0,0,0,0,0,0,0,0,1
79183,92.42,0,342,0,0,0,0,0,0,0,0,0,0,0,0
1084,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
266675,81.13,2,473,0,0,0,0,0,0,1,0,0,0,0,1
6535,96.69,12,625,0,0,0,0,0,0,0,0,0,0,1,1
4842,91.55,0,1434,0,0,0,1,0,0,0,0,1,0,1,1
81537,73.02,9,411,0,0,0,0,0,0,0,0,0,0,1,1
130872,66.82,0,184,0,0,0,0,0,0,0,0,1,0,1,0
4843,80.35,0,1153,0,0,0,1,0,1,0,0,1,0,1,1
4738,98.77,0,81,0,0,0,0,0,0,0,0,0,0,1,0
8294,100.0,0,103,0,0,0,0,0,0,0,0,0,0,0,1
10519,77.49,0,231,0,0,0,0,0,0,0,0,0,0,0,1
127731,71.27,0,1215,0,0,0,0,0,0,0,0,0,0,0,0
127733,66.67,0,280,0,0,0,0,0,0,0,0,0,0,0,0
65268,78.84,0,2224,0,0,0,0,0,0,0,0,0,0,1,0
343637,86.36,0,266,0,0,0,1,0,0,0,0,0,0,1,0
65264,99.16,0,354,0,0,0,0,0,0,0,0,1,0,1,1
65265,64.19,0,229,0,0,0,0,0,0,0,0,0,0,0,0
65266,82.38,1,971,0,0,0,0,0,0,0,0,0,0,1,1
65267,78.04,0,1743,0,0,0,0,0,0,0,0,0,0,1,0
65260,90.04,0,231,0,0,0,0,0,0,0,0,0,0,1,0
65263,76.28,0,266,0,0,0,0,0,0,0,0,1,0,1,0
393,81.97,0,946,0,0,0,0,0,0,0,0,1,0,1,1
392,94.53,1,439,0,0,0,0,0,0,0,0,1,0,1,1
391,100.0,0,191,0,0,0,0,0,0,0,0,0,0,1,1
390,100.0,0,244,0,0,0,0,0,0,0,0,0,0,1,1
397,85.57,0,201,0,0,0,0,0,0,0,0,1,0,1,1
396,97.06,0,204,0,0,0,0,0,0,0,0,1,0,1,1
395,85.03,0,783,0,0,0,0,0,0,0,0,1,0,1,1
394,97.21,0,1501,0,0,0,0,0,0,0,0,1,0,1,1
399,96.34,0,191,0,0,0,0,0,0,0,0,1,0,1,1
398,81.78,0,225,0,0,0,0,0,0,0,0,1,0,1,1
2334,84.86,0,1301,0,0,0,0,0,0,0,0,0,0,1,0
2309,96.03,0,453,0,0,0,1,0,0,0,0,1,0,1,1
2308,91.91,0,655,0,0,0,1,0,0,0,0,1,0,1,1
201134,85.76,0,955,0,0,0,0,0,0,0,0,0,0,0,0
114548,77.8,2,979,0,0,0,1,0,0,0,0,0,0,1,0
4728,89.95,0,210,0,0,0,0,0,0,0,0,1,0,1,1
2301,73.8,0,319,0,0,0,0,0,0,0,0,0,0,1,1
4724,84.87,0,120,0,0,0,0,0,0,0,0,1,0,1,1
81501,73.38,6,283,0,0,0,0,0,0,0,0,0,0,1,1
4726,79.03,0,124,0,0,0,0,0,0,0,0,1,0,1,1
2305,81.53,0,747,0,0,0,0,0,0,0,0,0,0,1,0
